Data Source,World Development Indicators,
"Venezuela, RB",13545.2058384559,73.625
Virgin Islands (U.S.),40043.1901659314,77.9658536585366
Vietnam,1310.37027294129,75.117
Vanuatu,2965.80243434839,70.721
World,9513.30484596486,70.6829372393115
Samoa,3453.43429763501,73.122
Kosovo,3283.21193843172,69.9
"Yemen, Rep.",1309.23195973585,63.508
South Africa,7275.38211193642,55.888
Zambia,1463.21357310715,56.588
Zimbabwe,719.979516975012,52.975
